ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID834594665,73 Truganini Rd,4,h,1655000.0,25/02/2017,2.0,2.0,595.0,104.0,-37.8916,145.0543
ID693427952,10 Leslie St,4,h,631000.0,8/07/2017,1.0,3.0,559.0,49.0,-37.735929999999996,144.8101
ID683830098,69 Power St,4,h,2610000.0,10/09/2016,2.0,7.0,0.0,20.0,-37.8187,145.0272
ID431367447,2 Wattleglade Ct,5,h,1660000.0,23/09/2017,2.0,2.0,790.0,29.0,-37.900009999999995,145.18688
ID178089112,2/3 New St,2,h,420000.0,26/07/2016,1.0,1.0,78.0,39.0,-37.8262,144.8677
ID638769199,3/8 Eldon Ct,2,t,771000.0,8/07/2017,1.0,1.0,0.0,27.0,-37.94083,145.03682
ID197100397,371 Station St,3,h,1031000.0,17/06/2017,1.0,2.0,612.0,69.0,-37.76063,145.02139
ID362641583,1725 Dandenong Rd,5,h,1525000.0,1/07/2017,3.0,6.0,774.0,4.0,-37.90119,145.1068
ID506772316,7/517 Royal Pde,3,t,850000.0,17/06/2017,1.0,1.0,2429.0,49.0,-37.78033,144.95949
ID710384792,15 Hardwick St,5,h,1020000.0,25/02/2017,2.0,4.0,381.0,34.0,-37.7492,144.969
ID699711233,7/11 Harts Pde,2,u,555000.0,10/09/2016,1.0,1.0,0.0,49.0,-37.8318,145.0448
ID999281214,3 Dunlop St,3,h,1555000.0,4/06/2016,2.0,2.0,731.0,84.0,-37.8666,145.0676
ID734531456,30 Flett St,2,t,635000.0,14/05/2016,1.0,1.0,79.0,69.0,-37.7484,145.0048
ID405379439,4 Carlita Cl,4,h,732000.0,3/06/2017,2.0,1.0,808.0,39.0,-37.67348,145.06982
ID199229087,40 Powell St,3,h,832000.0,27/11/2016,1.0,2.0,496.0,84.0,-37.7263,145.0003
ID546140051,1/6 Anthony St,2,u,360000.0,29/07/2017,1.0,1.0,143.0,20.0,-37.57063,144.70693
ID234892715,12 Surrey Ct,3,h,716000.0,12/08/2017,2.0,6.0,1005.0,24.0,-37.605740000000004,144.92548
ID460137007,16 Burton St,4,h,2050000.0,27/05/2017,3.0,2.0,526.0,13.0,-37.80365,145.09048
ID565740387,33 Barnett St,3,h,1260000.0,19/11/2016,2.0,2.0,250.0,119.0,-37.792,144.9324
ID919720919,8 Echuca St,3,h,477000.0,3/09/2017,1.0,1.0,627.0,59.0,-37.667809999999996,144.93809
ID119670970,21 Hamilton St,3,h,975000.0,13/08/2016,1.0,1.0,822.0,69.0,-37.7379,144.8854
ID430042586,7 French Ct,3,h,740000.0,10/09/2016,1.0,1.0,591.0,59.0,-37.7135,145.0783
ID618520445,2/10 Nolan St,3,u,746000.0,27/11/2016,1.0,1.0,256.0,69.0,-37.741,144.8901
ID388632097,2D Paxton St,4,t,2560000.0,25/02/2017,3.0,2.0,427.0,7.0,-37.8704,145.0503
ID822122149,9 Pearce St,3,h,955000.0,16/04/2016,1.0,1.0,202.0,139.0,-37.8196,144.8839
ID526772181,10 Malcolm Rd,4,h,820000.0,17/06/2017,2.0,2.0,841.0,3.0,-37.76917,145.29265
ID149728416,10 The Loop,4,h,880000.0,22/04/2017,3.0,2.0,530.0,59.0,-37.7058,144.9431
ID803768164,53 Fyfe Dr,5,h,1410000.0,12/08/2017,2.0,2.0,648.0,44.0,-37.77033,145.1214
ID183111443,5/361 Royal Pde,1,u,401000.0,19/11/2016,1.0,1.0,0.0,129.0,-37.7852,144.9589
ID162101308,2 Patterson St,3,h,1850000.0,3/06/2017,2.0,1.0,321.0,104.0,-37.85411,144.96409
ID420528393,2/11 Howe St,2,u,740000.0,6/08/2016,1.0,1.0,161.0,39.0,-37.8955,145.07299999999995
ID856523998,3/124 Highbury Rd,3,t,702000.0,28/08/2016,2.0,1.0,170.0,18.0,-37.8554,145.1089
ID822205515,23 Fenton Cr,4,h,980000.0,26/08/2017,2.0,2.0,937.0,59.0,-38.15845,145.11141
ID982805201,121 The Righi,5,h,2710000.0,29/04/2017,3.0,2.0,1001.0,89.0,-37.7605,145.0593
ID183344346,155 Chambers Rd,4,h,760000.0,27/06/2016,1.0,3.0,668.0,59.0,-37.8262,144.8439
ID706356986,10 Jarvie St,2,h,1024000.0,17/09/2016,1.0,1.0,148.0,5.0,-37.7721,144.9724
ID942541724,12/26 Lillimur Rd,2,u,440000.0,12/08/2017,1.0,1.0,1100.0,39.0,-37.90188,145.04172
ID752489294,3/926 Toorak Rd,2,u,717000.0,4/06/2016,1.0,1.0,136.0,59.0,-37.8469,145.0589
ID411934846,32 Page Av,4,h,1631000.0,9/09/2017,3.0,2.0,362.0,59.0,-37.83467,144.92775
ID782609947,28 Guildford Rd,3,h,2009000.0,3/09/2016,1.0,2.0,843.0,19.0,-37.821999999999996,145.0897
ID576847701,3 Ballarat St,1,t,625000.0,18/06/2016,1.0,1.0,82.0,89.0,-37.7661,144.9614
ID915407713,2/53 Norman St,2,u,845000.0,22/08/2016,2.0,2.0,147.0,39.0,-37.7679,145.0467
ID700007816,282 Cumberland Rd,3,h,750000.0,18/03/2017,2.0,2.0,540.0,20.0,-37.7174,144.941
ID902749842,15 Warburton Ct,3,h,592000.0,8/07/2017,1.0,1.0,622.0,27.0,-37.66294,145.06301000000005
ID789494205,54b Salisbury St,3,t,842500.0,18/06/2016,2.0,1.0,216.0,24.0,-37.7607,144.9314
ID766652428,9 Lyric St,4,h,1117000.0,25/02/2017,3.0,2.0,325.0,14.0,-37.7822,144.8922
ID256095850,10 Haynes St,4,h,1535000.0,22/07/2017,2.0,2.0,719.0,21.0,-37.94999,145.03122
ID554211093,192 Tooronga Rd,4,h,2077000.0,7/11/2016,2.0,3.0,553.0,109.0,-37.8589,145.0413
ID925252506,2/63 Carlisle St,2,u,465000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.8676,144.9834
ID519478552,47 Carrington Rd,3,u,970000.0,12/11/2016,2.0,1.0,320.0,69.0,-37.7377,144.888
ID970164359,16/109 Hotham St,2,u,600000.0,3/09/2017,1.0,1.0,2283.0,39.0,-37.870779999999996,144.99898000000005
ID554150833,19 Balcombe St,3,h,555000.0,4/06/2016,1.0,1.0,565.0,79.0,-37.7781,144.8451
ID421617218,7 Celia St,3,h,986000.0,8/04/2017,1.0,3.0,337.0,69.0,-37.9331,145.0586
ID893670760,203b Elizabeth St,2,t,570000.0,23/04/2016,2.0,2.0,186.0,5.0,-37.7263,144.9843
ID657955492,4 Adina Pl,3,h,607500.0,23/09/2017,2.0,2.0,528.0,19.0,-37.71046,144.77043
ID571310633,8/67 Denham St,1,u,415000.0,24/09/2016,1.0,1.0,0.0,129.0,-37.8192,145.0221
ID612804775,10 Tuppen St,5,h,1287000.0,27/11/2016,2.0,2.0,488.0,89.0,-37.8131,144.8778
ID731466151,20 Northcliffe Rd,3,h,1100000.0,26/08/2017,2.0,4.0,737.0,79.0,-38.04214,145.11372
ID233659331,5 MacRobertson St,4,h,1118000.0,27/06/2016,2.0,2.0,705.0,49.0,-37.7595,145.1176
ID999151634,133 Lennon Bvd,4,h,715000.0,12/08/2017,2.0,2.0,630.0,13.0,-37.898070000000004,144.73925
ID921903662,3 Plant St,4,h,3460000.0,4/06/2016,2.0,2.0,502.0,3.0,-37.8515,145.0324
ID851818332,3/30 Cremorne St,2,u,812000.0,4/03/2017,1.0,1.0,206.0,13.0,-37.8092,145.0778
ID263096178,143 Pickles St,3,h,1916000.0,8/10/2016,2.0,1.0,190.0,119.0,-37.8393,144.947
ID237907264,6 Dalgety St,3,h,1250000.0,3/09/2016,1.0,2.0,644.0,39.0,-37.7419,145.0049
ID786398551,3 Ford Av,4,h,1150000.0,3/09/2017,2.0,2.0,1060.0,79.0,-37.9073,145.0962
ID853540696,5 Ann Pl,4,h,590000.0,29/07/2017,2.0,2.0,531.0,94.0,-37.87896,144.75473
ID395326581,2/71 Roslyn St,4,t,1630000.0,25/02/2017,2.0,2.0,432.0,19.0,-37.9228,145.0022
ID975248047,30 Petrie St,3,h,938000.0,3/09/2017,1.0,1.0,972.0,69.0,-38.139540000000004,145.13086
ID813261775,28 Greendale Rd,3,h,1255000.0,24/06/2017,2.0,2.0,348.0,44.0,-37.79759,145.16422
ID454021962,26 Horsfall St,4,h,1650000.0,27/11/2016,2.0,2.0,673.0,14.0,-37.7647,145.1186
ID247080351,5A Hardwick St,2,t,876000.0,8/07/2017,2.0,1.0,134.0,5.0,-37.749140000000004,144.96826000000001
ID602439670,2/472 Glenferrie Rd,1,u,382000.0,28/05/2016,1.0,1.0,0.0,129.0,-37.8339,145.0335
ID672511645,278 Nicholson St,2,h,701000.0,30/07/2016,1.0,0.0,164.0,109.0,-37.8078,144.8979
ID381266176,33 Rainsford Tce,3,h,445000.0,20/05/2017,1.0,2.0,534.0,6.0,-37.6741,144.9698
ID217018611,23 Lennox St,3,h,1430000.0,25/02/2017,3.0,2.0,386.0,79.0,-37.816,144.8936
ID975059629,30 Strang St,4,h,555000.0,3/09/2017,1.0,2.0,570.0,34.0,-37.87552,144.69648
ID180855874,707 Waverley Rd,5,h,1116500.0,15/07/2017,2.0,2.0,701.0,59.0,-37.88902,145.16678000000005
ID498844724,250 Arthur St,3,h,1145000.0,28/08/2016,1.0,3.0,590.0,17.0,-37.7673,145.02100000000004
ID936682029,90 Truganini Rd,4,h,1550000.0,12/11/2016,2.0,2.0,757.0,89.0,-37.8925,145.0541
ID472166554,6 McCully St,3,h,970000.0,30/07/2016,1.0,1.0,194.0,7.0,-37.7756,144.921
ID618450373,603/228 The Avenue,2,u,900000.0,17/06/2017,2.0,1.0,2431.0,49.0,-37.78212,144.95755
ID560514014,9/305 Dandenong Rd,2,u,1020000.0,24/06/2017,1.0,1.0,0.0,99.0,-37.85931,145.00616000000005
ID350290891,7 Colvin Gr,3,h,1700000.0,6/05/2017,1.0,2.0,338.0,109.0,-37.8139,145.0243
ID602974148,105 Ivanhoe Pde,4,h,1758000.0,25/02/2017,2.0,2.0,650.0,39.0,-37.7607,145.0456
ID683296763,135 MacEdon Rd,4,h,1100000.0,19/11/2016,2.0,4.0,654.0,49.0,-37.7639,145.1145
ID400470295,11 Aminga Ct,3,h,840500.0,23/09/2017,1.0,2.0,850.0,9.0,-37.78297,145.28773999999999
ID399680375,31 Carrington Rd,2,h,1190000.0,19/11/2016,1.0,2.0,650.0,11.0,-37.7378,144.8893
ID817348366,2/9 Grace St,3,t,800000.0,17/06/2017,2.0,1.0,161.0,7.0,-37.735659999999996,144.89368000000005
ID464861260,80 Gowrie St,3,h,780000.0,17/06/2017,1.0,2.0,697.0,59.0,-37.69795,144.94285
ID117378431,2/125 Locksley Rd,2,u,430000.0,3/12/2016,1.0,1.0,0.0,49.0,-37.7662,145.0516
ID792875668,42 Kathleen St,3,h,810000.0,27/06/2016,1.0,1.0,520.0,79.0,-37.7362,145.0232
ID888420151,1 Victory St,3,h,1725000.0,9/09/2017,1.0,2.0,493.0,104.0,-37.949009999999994,145.01167
ID715054402,201/77 Abinger St,1,u,400000.0,23/09/2017,1.0,1.0,4425.0,7.0,-37.82009,145.0038
ID277983200,10/81 Koornang Rd,2,u,662000.0,17/09/2016,2.0,1.0,0.0,49.0,-37.8873,145.0572
ID513688403,3/8 Alicia St,2,u,500000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.9436,145.0027
ID122586796,1 Avenue Victoria,3,h,2040000.0,27/06/2016,1.0,2.0,783.0,69.0,-37.8234,145.0526
ID548039267,147 Gillies St,3,h,1375000.0,28/08/2016,1.0,1.0,496.0,109.0,-37.7737,145.018
ID631173774,8 Scotia St,3,h,1210000.0,3/06/2017,2.0,2.0,515.0,99.0,-37.74794,144.99111000000005
ID627131624,18 Watson St,4,h,2340000.0,13/05/2017,2.0,2.0,586.0,79.0,-37.8541,145.0738
ID285140413,50 Ross St,4,h,1145000.0,17/06/2017,1.0,2.0,603.0,59.0,-37.90822,145.11146000000005
ID279931313,89 Clarence St,2,h,1340000.0,24/09/2016,1.0,1.0,505.0,79.0,-37.8928,145.0149
ID482638806,19 Gordon St,4,h,895000.0,8/07/2017,2.0,2.0,700.0,20.0,-37.70598,144.87616
ID797216250,33 Wellington St,3,h,860000.0,4/06/2016,1.0,1.0,283.0,104.0,-37.7416,144.9582
ID193892393,222 Rae St,3,h,1852000.0,1/07/2017,2.0,1.0,138.0,119.0,-37.78714,144.97966
ID570635884,17 Barnard Ct,3,h,735000.0,4/03/2017,1.0,2.0,539.0,69.0,-37.7877,144.8398
ID366884360,16 Scott St,2,h,1630000.0,23/09/2017,1.0,0.0,284.0,99.0,-37.812020000000004,145.04217
ID254805025,1 James St,3,h,650000.0,19/11/2016,1.0,1.0,725.0,49.0,-37.7115,144.9731
ID587079982,268 Faraday St,1,u,435000.0,13/08/2016,1.0,1.0,0.0,19.0,-37.7982,144.9651
ID926807059,111 Boldrewood Pde,3,h,840000.0,1/07/2017,1.0,4.0,614.0,59.0,-37.71562,145.02175
ID399338417,49 Garfield St,2,t,950000.0,6/05/2017,1.0,1.0,113.0,7.0,-37.8119,144.9947
ID707798878,74 Oxford St,4,h,1650000.0,22/04/2017,1.0,4.0,837.0,89.0,-37.836999999999996,144.8772
ID551039090,14 Glenwood Dr,4,h,887500.0,29/07/2017,2.0,2.0,737.0,44.0,-37.684329999999996,145.11018
ID386717233,255 Ross St,4,h,1820000.0,7/11/2016,2.0,1.0,212.0,119.0,-37.8331,144.9412
ID250174952,2/10 Skewes St,3,u,495000.0,4/06/2016,2.0,1.0,327.0,13.0,-37.7851,144.8517
ID563443645,304/253 Bridge Rd,2,u,630000.0,29/04/2017,2.0,1.0,3512.0,8.0,-37.8183,144.9979
ID540806632,16 Smith St,3,h,772000.0,15/10/2016,1.0,1.0,367.0,69.0,-37.728,144.963
ID533105635,7 Adelaide Bvd,4,h,990000.0,13/05/2017,2.0,2.0,702.0,16.0,-37.7071,144.8989
ID146434973,12 Longfield St,3,h,1540000.0,25/02/2017,1.0,1.0,0.0,119.0,-37.8214,145.0119
ID556271852,9/5 Boston Rd,3,h,1140000.0,4/06/2016,2.0,2.0,175.0,43.0,-37.8162,145.0771
ID249556998,116 Cornwall Rd,3,h,620000.0,7/11/2016,1.0,1.0,376.0,10.0,-37.7831,144.842
ID887332437,2/25 Harold St,2,u,425500.0,15/07/2017,1.0,1.0,1727.0,59.0,-37.77341,144.9013
ID973444017,24 Martin St,4,h,1350500.0,4/03/2017,1.0,0.0,726.0,79.0,-37.7864,144.8353
ID244282683,32 Hooker Rd,3,h,515000.0,23/09/2017,2.0,1.0,517.0,34.0,-37.89423,144.64131
ID496319108,42/2 Horizon Dr,2,u,488000.0,16/04/2016,2.0,2.0,0.0,9.0,-37.7752,144.8925
ID183564230,63 Beach Rd,2,h,1690000.0,15/10/2016,1.0,1.0,319.0,49.0,-37.9409,145.0001
ID764688391,11 Highview Rd,5,h,1500000.0,23/04/2016,2.0,2.0,605.0,59.0,-37.7832,145.0796
ID378830650,403/20 Reeves St,2,u,500000.0,14/05/2016,2.0,1.0,0.0,9.0,-37.7929,144.9705
ID361939292,89 Tristania Dr,4,h,550000.0,17/06/2017,2.0,2.0,464.0,69.0,-37.90545,144.76077
ID749487985,1/2 Flowerdale Rd,3,u,957000.0,24/06/2017,2.0,2.0,254.0,25.0,-37.94313,145.03501
ID156717916,11 Amore Dr,3,h,555000.0,23/09/2017,2.0,1.0,156.0,39.0,-37.794979999999995,144.79545
ID949608787,301/163 Cremorne St,1,u,425000.0,6/08/2016,1.0,1.0,0.0,12.0,-37.8301,144.9904
ID930420074,44 Manning Rd,5,h,2500000.0,14/05/2016,3.0,2.0,488.0,89.0,-37.8733,145.0507
ID293453871,3/85 Tennyson St,2,u,550000.0,3/09/2016,1.0,1.0,0.0,39.0,-37.7575,144.9298
ID377050011,1B Simpson Pl,3,h,1670000.0,9/09/2017,3.0,2.0,107.0,49.0,-37.81753,145.01988
ID268311791,29 Traill St,5,h,1700000.0,27/06/2016,3.0,1.0,450.0,89.0,-37.7701,144.9886
ID694656014,33 Lindsay St,4,h,1540000.0,6/05/2017,2.0,2.0,780.0,49.0,-37.7766,145.1
ID962219884,5 Ventich St,5,h,2215000.0,12/08/2017,2.0,2.0,847.0,3.0,-37.85611,145.08776
ID335571497,1A Merritt Ct,3,t,705000.0,11/02/2017,2.0,2.0,197.0,39.0,-37.8579,144.8181
ID920268751,4/97 Cowper St,1,u,275000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.8053,144.9029
ID562518777,3/30 Grosvenor St,4,h,2550000.0,29/04/2017,3.0,2.0,263.0,14.0,-37.9099,144.9899
ID490952759,11 Houston Ct,3,h,892000.0,28/08/2016,1.0,2.0,715.0,5.0,-37.8239,144.8431
ID940416564,12 Silvana Ct,4,h,1241000.0,17/06/2017,2.0,2.0,886.0,39.0,-37.755720000000004,145.17625
ID873950714,55 Margate Av,4,h,680000.0,29/07/2017,2.0,3.0,767.0,39.0,-38.16147,145.14285
ID746584518,40/122 High St,3,u,550000.0,27/05/2017,2.0,1.0,0.0,7.0,-37.74762,145.00261
ID194499893,2 Octavia Ct,4,h,1485000.0,27/11/2016,2.0,2.0,662.0,49.0,-37.8601,145.1007
ID400485250,45 Northcote Rd,3,h,1450000.0,16/09/2017,1.0,1.0,245.0,99.0,-37.85335,145.01698000000005
ID587581635,174 Beaconsfield Pde,4,h,1310000.0,27/06/2016,2.0,1.0,355.0,7.0,-37.7636,144.9872
ID521390497,20 Austral Av,4,h,1485000.0,29/07/2017,1.0,2.0,509.0,99.0,-37.74684,144.9933
ID954521443,10 Hathaway Cl,4,h,1753000.0,26/08/2017,2.0,2.0,689.0,7.0,-37.766729999999995,145.16555
ID794864811,4/224 Arthur St,2,t,805000.0,24/09/2016,1.0,1.0,140.0,11.0,-37.7697,145.0203
ID543655054,42 West St,3,h,725000.0,24/09/2016,2.0,4.0,560.0,49.0,-37.7136,144.9374
ID488985109,59 Summit Rd,3,h,740000.0,27/05/2017,1.0,1.0,650.0,18.0,-38.15882,145.12913999999995
ID178089112,2/3 New St,2,h,420000.0,26/07/2016,1.0,1.0,78.0,39.0,-37.8262,144.8677
ID529855703,5 Tarnook Ct,4,h,854000.0,15/07/2017,2.0,2.0,676.0,44.0,-37.97936,145.13302
ID693078567,30 Barkly St,3,h,2100000.0,4/06/2016,2.0,2.0,463.0,49.0,-37.9082,144.9968
ID731047492,2b Dundas Pl,3,h,1532000.0,26/07/2016,3.0,1.0,0.0,109.0,-37.8415,144.9585
ID860684001,6/141 Centre Rd,1,u,340000.0,25/02/2017,1.0,1.0,0.0,69.0,-37.9164,145.0228
ID942838621,35/24 Craig St,3,h,650000.0,27/11/2016,2.0,2.0,176.0,39.0,-37.7432,144.8816
ID769083382,20/9 Fabian Ct,2,t,429000.0,18/03/2017,1.0,1.0,83.0,39.0,-37.7732,144.8927
ID919720919,8 Echuca St,3,h,477000.0,3/09/2017,1.0,1.0,627.0,59.0,-37.667809999999996,144.93809
ID571209338,16 chesterfield Ct,4,h,951000.0,26/08/2017,2.0,2.0,704.0,38.0,-37.85639000000001,145.23536000000001
ID505344885,12 Pacific Dr,4,h,840000.0,22/07/2017,2.0,2.0,383.0,59.0,-38.01958,145.12356
ID281518059,14 Rosedale Rd,3,h,2000000.0,18/06/2016,1.0,2.0,821.0,19.0,-37.8581,145.0685
ID731127736,24 Trevannion St,3,h,711500.0,10/12/2016,1.0,3.0,667.0,69.0,-37.7005,144.9185
ID469563831,213/253 Bridge Rd,1,u,370000.0,8/04/2017,1.0,1.0,3512.0,8.0,-37.8183,144.9979
ID865346604,12a View St,3,h,1850000.0,26/07/2016,2.0,2.0,361.0,24.0,-37.8206,145.0785
ID936460928,122B Tambet St,3,t,1200000.0,13/05/2017,2.0,2.0,369.0,13.0,-37.9092,145.0728
ID937784713,16 Park Rd,3,t,1245000.0,6/08/2016,2.0,1.0,128.0,19.0,-37.8526,145.0071
ID393845098,39A George St,3,t,970000.0,29/07/2017,2.0,2.0,283.0,54.0,-37.78177,145.15818000000004
ID468130606,2/4 Pratt St,3,t,642500.0,3/06/2017,2.0,2.0,160.0,9.0,-37.71064000000001,145.01067
ID979262113,229 Rathmines St,2,h,1220000.0,7/05/2016,1.0,2.0,537.0,69.0,-37.7689,145.0177
ID472428765,17 Vicars St,5,h,1951000.0,3/09/2017,3.0,3.0,711.0,59.0,-37.790659999999995,145.09004
ID139288196,1/3 Gleniffer Av,2,u,585000.0,8/07/2017,1.0,1.0,0.0,69.0,-37.931709999999995,145.03041000000005
ID574682179,3 Oshannassy St,3,h,1580000.0,4/06/2016,2.0,2.0,758.0,44.0,-37.7401,144.9013
ID941878195,14 Vernon St,3,h,1290000.0,20/05/2017,1.0,3.0,715.0,49.0,-37.8289,144.8718
ID347777866,2 Chifley Cr,3,h,465000.0,8/07/2017,1.0,1.0,375.0,11.0,-37.9674,145.20552
ID821055094,3/5 Evans St,3,u,880000.0,10/12/2016,2.0,1.0,122.0,19.0,-37.7697,144.9649
ID831203149,17 Lobb St,4,h,1525000.0,3/06/2017,2.0,2.0,604.0,49.0,-37.73975,144.9651
ID310975111,20 Glenmorgan St,2,h,1065000.0,23/09/2017,1.0,1.0,186.0,89.0,-37.76321,144.97836999999996
ID350638973,4/130 Kensington Rd,2,t,750000.0,7/05/2016,1.0,1.0,325.0,17.0,-37.7976,144.9213
ID813296094,7 Hanson Ct,5,h,1300000.0,27/05/2017,3.0,2.0,771.0,109.0,-37.68166,144.77421999999999
ID152319208,94 Davies St,4,h,1385000.0,13/05/2017,2.0,4.0,650.0,69.0,-37.7575,144.9716
ID394358683,33 Schulz St,4,h,1010000.0,13/08/2016,1.0,2.0,658.0,69.0,-37.9343,145.0607
ID585592634,28 Warra St,4,h,2620000.0,18/06/2016,2.0,2.0,516.0,94.0,-37.8398,145.0305
ID866830592,2/37 Wills St,3,t,1330000.0,19/11/2016,2.0,2.0,205.0,24.0,-37.7993,145.0267
ID349048904,24 Victoria Pde,3,h,700000.0,3/06/2017,1.0,2.0,593.0,59.0,-38.15517,145.12705
ID959904019,17 McCallum St,4,h,3695000.0,3/12/2016,3.0,2.0,836.0,59.0,-37.9071,144.9898
ID489673085,16 Renown St,3,h,2068000.0,27/11/2016,1.0,1.0,1101.0,49.0,-37.8529,145.1222
ID813261775,28 Greendale Rd,3,h,1255000.0,24/06/2017,2.0,2.0,348.0,44.0,-37.79759,145.16422
ID802147412,5 Baxter St,3,h,1390000.0,15/10/2016,1.0,2.0,463.0,139.0,-37.8879,145.0134
ID831624644,301/182 Barkly St,2,u,750000.0,26/07/2016,2.0,1.0,0.0,10.0,-37.8686,144.9812
ID799827133,24 Sylvia St,3,h,1291000.0,8/07/2017,2.0,2.0,548.0,49.0,-37.84453,145.14446
ID350704857,6 Stuart Ct,4,h,1825000.0,4/03/2017,2.0,3.0,736.0,61.0,-37.7944,145.1028
ID289236136,7/51 Epsom Rd,2,u,526000.0,22/08/2016,0.0,0.0,0.0,22.0,-37.7919,144.9253
ID371194940,54 Pakington St,2,h,1220000.0,14/05/2016,1.0,1.0,208.0,49.0,-37.8659,144.9887
ID903643757,45 Lord St,2,h,1130000.0,4/03/2017,2.0,3.0,114.0,14.0,-37.8212,145.005
ID985054419,252 Yallambie Rd,3,h,720000.0,24/09/2016,2.0,4.0,535.0,59.0,-37.7225,145.1037
ID567850043,1 Stanlake St,4,h,1300000.0,10/12/2016,2.0,3.0,0.0,69.0,-37.7923,144.8848
ID413305193,11B Mahoneys Rd,3,h,550000.0,15/07/2017,1.0,2.0,1723.0,6.0,-37.69484,145.00853999999995
ID925898325,6 Gregory St,3,h,1100000.0,8/07/2017,1.0,1.0,193.0,23.0,-37.764179999999996,144.95715
ID878660363,1/31 Surrey Dr,3,t,705000.0,16/04/2016,2.0,1.0,440.0,24.0,-37.7517,144.8776
ID616997046,1/21 Kayden St,2,u,601000.0,27/05/2017,1.0,1.0,1078.0,47.0,-37.95745,145.07218999999995
ID237930479,1/5 Leonard St,4,t,1680000.0,12/08/2017,2.0,1.0,254.0,24.0,-37.81007,145.06792
ID203328911,3/58 Cawkwell St,2,u,569000.0,7/05/2016,1.0,2.0,0.0,49.0,-37.854,145.041
ID945642862,18 Tyler St,2,h,710000.0,3/12/2016,1.0,0.0,457.0,69.0,-37.7878,144.8369
ID815410666,14 Venetian Ct,3,h,858000.0,16/09/2017,1.0,2.0,857.0,59.0,-37.802440000000004,145.29711
ID799166468,18/352 Auburn Rd,2,u,580000.0,29/07/2017,1.0,1.0,0.0,44.0,-37.83197,145.04306
ID533110223,21 Sandra St,3,h,480000.0,1/07/2017,1.0,2.0,900.0,39.0,-37.68738,144.57415
ID841833502,11 Asquith St,4,h,750000.0,3/09/2017,1.0,6.0,953.0,119.0,-37.69693,145.0079
ID358984880,57 Charles St,2,h,850000.0,1/07/2017,1.0,1.0,152.0,109.0,-37.80697,144.8928
ID261378362,3/8 Herbert St,2,t,485000.0,23/04/2016,1.0,1.0,184.0,59.0,-37.7143,145.0781
ID346655488,56/15 Beach St,2,u,900000.0,28/05/2016,1.0,2.0,0.0,22.0,-37.8426,144.9398
ID258233252,202/800 Chapel St,2,u,840000.0,25/02/2017,2.0,1.0,0.0,17.0,-37.8361,144.9966
ID945032469,25 Kalimna St,5,h,2665000.0,22/08/2016,3.0,2.0,674.0,109.0,-37.8095,145.0782
ID304530611,36 Southampton St,2,h,910000.0,17/06/2017,1.0,0.0,312.0,131.0,-37.79592,144.88595
ID116587096,10/8 Anzac St,1,u,270000.0,30/07/2016,1.0,1.0,0.0,51.0,-37.885999999999996,145.0659
ID135113535,3 Horton St,3,h,760000.0,13/05/2017,2.0,2.0,567.0,69.0,-37.7236,144.9876
ID825787437,18 Struan Av,4,h,625000.0,15/07/2017,2.0,2.0,669.0,39.0,-37.964659999999995,145.27006
ID355547166,3/78 Moonya Rd,3,t,860000.0,4/03/2017,2.0,1.0,1113.0,29.0,-37.8972,145.0642
ID972314794,5 Connell St,2,h,1857000.0,12/08/2017,1.0,1.0,230.0,129.0,-37.81813,145.02295
ID325625187,9 Hartwood St,4,h,2258000.0,27/05/2017,1.0,2.0,836.0,109.0,-37.79702,145.05352
ID252268017,19 Cromwell St,4,h,835000.0,3/09/2017,1.0,3.0,649.0,59.0,-37.7022,144.92241
ID331496624,1/88 Fewster Rd,2,u,680000.0,4/03/2017,1.0,2.0,0.0,64.0,-37.939,145.0219
ID533058031,3a Fraser St,2,h,861000.0,14/05/2016,1.0,1.0,0.0,17.0,-37.9026,145.0364
ID311375338,5 Shrimpton Ct,2,h,1010000.0,30/07/2016,0.0,0.0,1611.0,84.0,-37.8092,145.1016
ID645962731,40 Canterbury St,5,h,1475000.0,8/07/2017,2.0,3.0,548.0,99.0,-37.90403,145.08118000000005
ID713245367,77 Blyth St,3,h,950000.0,6/08/2016,1.0,0.0,170.0,109.0,-37.7661,144.9691
ID615377655,86 Ashley St,4,h,850000.0,4/06/2016,2.0,2.0,497.0,39.0,-37.7903,144.8639
ID905942913,6 The Mews,3,h,1020000.0,24/06/2017,3.0,2.0,158.0,11.0,-37.75026,144.98428
ID945373088,50 Kinkora Rd,4,h,5050000.0,19/11/2016,4.0,2.0,905.0,106.0,-37.8168,145.0321
ID560514014,9/305 Dandenong Rd,2,u,1020000.0,24/06/2017,1.0,1.0,0.0,99.0,-37.85931,145.00616000000005
ID731127736,24 Trevannion St,3,h,711500.0,10/12/2016,1.0,3.0,667.0,69.0,-37.7005,144.9185
ID139113763,5 Charlotte St,2,h,1000000.0,19/11/2016,1.0,2.0,159.0,139.0,-37.7962,144.9887
ID859889169,3/16 Wheeler St,3,u,932000.0,15/10/2016,2.0,1.0,180.0,22.0,-37.9069,145.041
